Policy Name,Application Type,Location,File Name,NameName,Original File Name,File Name Compare As,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
New_ISM - POLICY,Executable,,taskmgr.exe,taskmgr.exe,,Exactly,,,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Task Manager,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
New_ISM - POLICY,Executable,,mmc.exe,Device Managerden driver silmek icin verilmistir.,,Exactly,,,"""C:\Windows\system32\compmgmt.msc"" /s",Exactly,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Microsoft Management Console,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Device Managerden driver silmek icin verilmistir.
New_ISM - POLICY,Admin Tasks,,,"Accessibility, Keyboard, Mouse, Sound, Speech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accessibility, Keyboard, Mouse, Sound, Speech",,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Date and Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and Time,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,"Display, Colors, Fonts, Visual Effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Display, Colors, Fonts, Visual Effects",,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Regional and Language Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regional and Language Options,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Add/Remove Printers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add/Remove Printers,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Disk Defragmenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Defragmenter,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Power Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Options,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,System Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Properties,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Windows Search Indexing Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Search Indexing Options,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,.NET Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET Configuration,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Application Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application Server,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Authorization Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authorization Manager,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Certificate Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Services,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Certificate Templates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Templates,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Certificates snap-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificates snap-in,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Device Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Device Manager,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,DHCP Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHCP Manager,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Disk Defragmenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Defragmenter,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Distributed File System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distributed File System,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,DNS Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DNS Manager,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Event Viewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event Viewer,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Fax Service Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fax Service Manager,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,File Server Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File Server Management,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Group Policy Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group Policy Editor,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Hyper-V Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper-V Manager,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Indexing Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indexing Service,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Internet Authentication Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Authentication Service,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Internet Information Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Local Users and Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Users and Groups,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Performance Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Performance Monitor,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Remote Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote Desktop,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Removable Storage Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Storage Manager,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Removable Storage Operator Requests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Storage Operator Requests,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Resultant Set of Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resultant Set of Policy,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Routing and Remote Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routing and Remote Access,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Services Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Services Configuration,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Shared Folders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shared Folders,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,SQL Server Configuration Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server Configuration Manager,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Telephony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telephony,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Terminal Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminal Services,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Update Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Update Services,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Windows Firewall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Firewall,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Windows Management Instrumentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Management Instrumentation,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Windows Internet Naming Service (WINS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Internet Naming Service (WINS),,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Internet Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Options,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Network Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Properties,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Windows Firewall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Firewall,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Add/Remove Programs and Windows Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add/Remove Programs and Windows Features,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Automatic Updates configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Updates configuration,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,Admin Tasks,,,Java Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Java Update,,,,,,,,,,,,,,,,,,,,,,No,
New_ISM - POLICY,MSI/MSP Installation,,webexplugin.msi,webexplugin.msi,,Exactly,,,,,Specific Publishers,Cisco WebEx LLC,Exactly,,,,,,,,,,,Cisco Webex Productivity Tools,Exactly,Cisco Webex LLC,Exactly,41.2.0.34,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_ISM - POLICY,Executable,,OfficeSetup.exe,OfficeSetup.exe,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft Office,Exactly,Microsoft Office,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ISM - POLICY,Executable,,WebClient.exe,Webcamera,,Exactly,,,,,Specific Publishers,"Chipspoint Electronics Co., Ltd",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Webcamera
New_ISM - POLICY,MSI/MSP Installation,,XenCenter.msi,XEN citrix center,,Exactly,,,,,Specific Publishers,"Citrix Systems, Inc.",Exactly,,,,,,,,,,,Citrix XenCenter,Exactly,"Citrix Systems, Inc.",Exactly,7.4.0,,"""{FBC6C144-42DA-4B8A-918D-04412F85AE24}"" ( exact / case sensitive: True )","""{EA0EF50F-5CC6-452B-B09F-3F5EC564899D}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,XEN citrix center
New_ISM - POLICY,Script,*,*.bat,kemal ersuz ntp programı,runTimeCraftNT2K.bat,Wildcards,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,kemal ersuz ntp programı
New_ISM - POLICY,Executable,c:\users\kersuz\desktop\,sadptool.exe,Kemal ersuz kamera programi,,Exactly,,KKTCELL\KERSUZ,,,Specific Publishers,"Hangzhou Hikvision Digital Tech.Co.,Ltd",Exactly,SADP,Exactly,SADP 3.0.5.7,Exactly,,,3.0.5.7,3.0.5.7,3.0.5.7,3.0.5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,Kemal ersuz kamera programi
New_ISM - POLICY,Executable,,,Evernote Corporation,,,,,,,Specific Publishers,Evernote Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ISM - POLICY,Executable,,Whatsapp.exe,Whatsapp.exe,,Wildcards,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_ISM - POLICY,Executable,,xerox_workcentre_3025_windows_print_drivers_utilities_v1.10.exe,akil printer,,Exactly,,,,,Specific Publishers,Xerox Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,akil printer
New_ISM - POLICY,Executable,,VMware-workstation-full-17.5.0-22583795.exe,VMware-workstation-full-17.5.0-22583795.exe,,Exactly,,,,,Specific Publishers,"VMware, Inc.",Exactly,VMware Workstation,Exactly,VMware installation launcher,Exactly,"VMware, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ISM - POLICY,Executable,,VMware-workstation-full-17.5.0-22583795.exe,VMware çalıştırma yetkisi,,Wildcards,,,,,Specific Publishers,"VMware, Inc.",Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,VMware çalıştırma yetkisi
New_ISM - POLICY,MSI/MSP Installation,,,"Zoom Video Communications, Inc.",,,,,,,Specific Publishers,"Zoom Video Communications, Inc.",Exactly,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_ISM - POLICY,Executable,,,"Zoom Video Communications, Inc.",,,,,,,Specific Publishers,"Zoom Video Communications, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_GENEL UYGULAMA Policy,MSI/MSP Installation,,PulseSecureAppLauncher.msi,PulseSecureAppLauncher.msi,,Exactly,,,,,Specific Publishers,"Pulse Secure, LLC",Exactly,,,,,,,,,,,Pulse Application Launcher,Exactly,"Pulse Secure, LLC",Exactly,8.3.1991,,"""{87A137F6-F953-4840-9BD6-687C65D7D520}"" ( exact / case sensitive: True )","""{7F3BECDA-FB96-459E-8341-6E9B05BD4FB6}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_GENEL UYGULAMA Policy,Executable,,pulsecompmgrinstaller.exe,pulsecompmgrinstaller.exe,,Exactly,,,,,Specific Publishers,"Pulse Secure, LLC",Exactly,Pulse Secure Component Manager,Exactly,Pulse Secure Component Manager Installer,Exactly,"Pulse Secure, LLC",Exactly,8.3.7.1933,8.3.7.1933,8.3.7.1933,8.3.7.1933,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_GENEL UYGULAMA Policy,Executable,,pulsesetupclientocx64.exe,pulsesetupclientocx64.exe,,Exactly,,,,,Specific Publishers,"Pulse Secure, LLC",Exactly,Pulse Secure Setup Client 64-bit ActiveX Installer,Exactly,,,"Pulse Secure, LLC",Exactly,2.3.0.0,2.3.0.0,2.3.0.0,2.3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_GENEL UYGULAMA Policy,ActiveX Control,,,"Pulse Secure, LLC",,,,,,,Specific Publishers,"Pulse Secure, LLC",Exactly,,,,,,,,,,,,,,,,,,,,,,No,"https://golifa.kktcell.com/dana-cached/sc/pulsesetupclient.cab#version=2,1,1,1",Exactly,application/octet-stream,Exactly,{8e375a63-c616-46f1-ac77-59df78f3a826},2.1.1.1,2.1.1.1,,,,,,,,No,No,,,,,No,
New_GENEL UYGULAMA Policy,Executable,\\kcit\CDBOX\KCSRVIMG\kktcellbackup\Windows_OS\DRIVERS\Printer\KODAK I940 WIN10 DRIVER GUNCEL,,KODAK SCANNER PUBLISHER,,,,,,,Specific Publishers,Kodak Alaris Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,KODAK SCANNER PUBLISHER
New_GENEL UYGULAMA Policy,MSI/MSP Installation,,*.msi,Turkcell_plugin.msi,Turkcell_plugin.msi,Wildcards,10502649BFFA8E87D5857DDDCBD8C07CEC1077E4,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_GENEL UYGULAMA Policy,Executable,,,IBRAHIM KONACOGLUNUN KULLANDIGI PROGRAMDIR,,,,,,,Specific Publishers,"Axure Software Solutions, Inc",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,IBRAHIM KONACOGLUNUN KULLANDIGI PROGRAMDIR
New_GENEL UYGULAMA Policy,Admin Tasks,,,Date and Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and Time,,,,,,,,,,,,,,,,,,,,,,No,
New_GENEL UYGULAMA Policy,Executable,c:\windows\system32\,msdt.exe,Printer Troubleshoot yetkisi,,Exactly,,,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Diagnostics Troubleshooting Wizard,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Printer Troubleshoot yetkisi
New_GENEL UYGULAMA Policy,Executable,,NCInst64.exe,Golifa Pulsecure,NCInst64.exe,Exactly,270B60136879BBBCD92211F473DA46044F414A6B,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Golifa Pulsecure
New_GENEL UYGULAMA Policy,Executable,,,Adobe uygulamaları,,,,,,,Specific Publishers,Adobe Systems Incorporated,Exactly,Adobe Installer,Exactly,Adobe Installer,Exactly,Adobe Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Adobe uygulamaları
New_GENEL UYGULAMA Policy,Executable,,cleanmgr.exe,Disk Cleanup yetkisi,,Exactly,,,,,Ignore Signature,,,Microsoft® Windows® Operating System,Exactly,Disk Space Cleanup Manager for Windows,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Disk Cleanup yetkisi
New_GENEL UYGULAMA Policy,MSI/MSP Installation,,GlobalProtect64.msi,TURKCELL GLOBAL BILGI VPN PROGRAMI,,Exactly,,,,,Specific Publishers,Palo Alto Networks,Exactly,,,,,,,,,,,GlobalProtect,Exactly,Palo Alto Networks,Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,TURKCELL GLOBAL BILGI VPN PROGRAMI
New_GENEL UYGULAMA Policy,Executable,,,F5 Networks Inc,,,,,,,Specific Publishers,F5 Networks Inc,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,F5 Networks Inc
New_GENEL UYGULAMA Policy,Executable,,,"F5 Networks, Inc.",,,,,,,Specific Publishers,"F5 Networks, Inc.",Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,"F5 Networks, Inc."
New_GENEL UYGULAMA Policy,MSI/MSP Installation,,,F5 Networks Inc,,,,,,,Specific Publishers,F5 Networks Inc,Prefix,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_GENEL UYGULAMA Policy,MSI/MSP Installation,,,"F5 Networks, Inc.",,,,,,,Specific Publishers,"F5 Networks, Inc.",Prefix,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_GENEL UYGULAMA Policy,ActiveX Control,,,"Pulse Secure, LLC",,,,,,,Specific Publishers,"Pulse Secure, LLC",Prefix,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_GENEL UYGULAMA Policy,Executable,,Update.exe,Microsoft Teams 2. Publisher,,Exactly,,,,,Specific Publishers,Microsoft 3rd Party Application Component,Exactly,Microsoft Teams,Exactly,Microsoft Teams,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Microsoft Teams 2. Publisher
New_GENEL UYGULAMA Policy,MSI/MSP Installation,,*.msi,TEZCAN CEREN E-KART Programi,PGPDesktop64unmanaged_en-US.msi,Wildcards,DBAA0C12E0B8C935202FF5F077498644CAE4E483,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,TEZCAN CEREN E-KART Programi
New_GENEL UYGULAMA Policy,Executable,,helpalive.exe,Executable by checksum based on file 'helpalive.exe',helpalive.exe,Exactly,E5CCA462F1FFF6323F11C1BC5EC053393B567F93,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Executable by checksum based on file 'helpalive.exe'
New_GENEL UYGULAMA Policy,Executable,,helpalive.exe,Help Alive M4biz uygulaması,,Exactly,,,,,Any Publisher,,,HelpAlive,Exactly,HelpAlive,Exactly,Formalis Information Technologies,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,Help Alive M4biz uygulaması
New_GENEL UYGULAMA Policy,Executable,,dlsetup.exe,ERP toplu barkod okutma programı,dlsetup.exe,Exactly,D27E6248BFB978121DAF77F576D20678ABC4E251,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,ERP toplu barkod okutma programı
New_GENEL UYGULAMA Policy,Executable,,,Google Earth Pro Kurulum Yetkisi,,,,,,,Specific Publishers,Google LLC,Exactly,Google Update,Exactly,Google Update Setup,Exactly,Google LLC,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Google Earth Pro Kurulum Yetkisi
New_GENEL UYGULAMA Policy,MSI/MSP Installation,,,HelpAlive M4biz uygulaması,,,,,,,Ignore Signature,,,,,,,,,,,,,HelpAliveSaaS,Exactly,Formalis Information Technologies,Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,HelpAlive M4biz uygulaması
New_GENEL UYGULAMA Policy,MSI/MSP Installation,,,Pulsecure yetki genel,,,,,,,Specific Publishers,"Pulse Secure, LLC",Exactly,,,,,,,,,,,Pulse Secure,Exactly,"Pulse Secure, LLC",Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Pulsecure yetki genel
New_GENEL UYGULAMA Policy,Executable,,setup.exe,MOlohiya Yukleme Yetkisi,,Exactly,,,,,Ignore Signature,,,,,Setup,Exactly,,,12.0.40629.0,,,12.0.40629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,MOlohiya Yukleme Yetkisi
New_GENEL UYGULAMA Policy,Executable,,MOlOhiya.exe,MOlohiya Admin Calistirma,,Exactly,,,,,Ignore Signature,,,MOlOhiya,Exactly,MOlOhiya,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,MOlohiya Admin Calistirma
New_GENEL UYGULAMA Policy,MSI/MSP Installation,,,MOlohiya Chrome Token,,,,,,,Specific Publishers,RIIGI INFOSUSTEEMI AMET,Exactly,,,,,,,,,,,Chrome Token Signing,Exactly,RIA,Exactly,1.1.1.513,,"""{65544023-3B29-4A11-B294-54F9DA7E3807}"" ( exact / case sensitive: True )","""{3E52954D-EEE4-4DD8-A4F2-318521E3DBD9}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,Yes,No,No,MOlohiya Chrome Token
New_GENEL UYGULAMA Policy,Executable,,DJ2640_188.exe,HP 2410 Driver,,Exactly,,,,,Specific Publishers,Hewlett Packard,Exactly,HP Webpack,Exactly,HP Webpack,Exactly,Hewlett-Packard Company,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,HP 2410 Driver
New_GENEL UYGULAMA Policy,Executable,,FORCEPOINT-ONE-ENDPOINT-x64.exe,DLP YENI VER. SETUP,,Exactly,,,,,Ignore Signature,,,Forcepoint™ ONE ENDPOINT,Exactly,Forcepoint™ ONE ENDPOINT,Exactly,Forcepoint LLC,Exactly,20.2.4499.1,,,20.2.4499.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,DLP YENI VER. SETUP
New_GENEL UYGULAMA Policy,MSI/MSP Installation,,,E-IMZA PROGRAMI,,,,,,,Specific Publishers,Aladdin Knowledge Systems LTD,Exactly,,,,,,,,,,,eToken PKI Client 5.1 SP1,Exactly,Aladdin Knowledge Systems Ltd.,Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,E-IMZA PROGRAMI
New_GENEL UYGULAMA Policy,Executable,,setup.exe,Molehiya setup 2,,Exactly,,,,,Ignore Signature,,,,,Setup,Exactly,,,12.0.40629.0,,,12.0.40629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Molehiya setup 2
New_GENEL UYGULAMA Policy,Executable,,AutoRun.exe,HUAWEI MODEM SETUP,,Wildcards,,,,,Specific Publishers,"Huawei Technologies Co., Ltd.",Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,HUAWEI MODEM SETUP
New_GENEL UYGULAMA Policy,Executable,,AutoRun.exe,Turkcell VIN,,Exactly,,,,,Specific Publishers,ZTE CORPORATION,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Turkcell VIN
